,McCabe,LOC,operator,methodReturn,numTestsCover,mutantAssert,classAssert,subject,Train,Test
0,0.07470975574233035,0.15326217220645155,0.15906127023177105,0.047787086204907264,0.17465183618104374,0.15808875976052056,0.2324391196729754,apns,0.5,0.5
1,0.07754768990637313,0.1439452782490142,0.15669126904237324,0.04525096507771863,0.17276753036450737,0.1674885876499597,0.23630867971005362,apns,0.6,0.4
2,0.07556282397541868,0.14724294150661288,0.16555789538961171,0.046859381114760505,0.1635215401073856,0.16950247419334466,0.23175294371286598,apns,0.7,0.30000000000000004
3,0.06648796183165986,0.15513759706200062,0.16308476194225013,0.049250661092750725,0.16115612235866786,0.15457024840473046,0.25031264730794034,apns,0.8,0.19999999999999996
4,0.07260897628669842,0.14741362131704086,0.17580255578618878,0.052092115324384604,0.15762703590934962,0.15142553612865042,0.2430301592476872,apns,0.9,0.09999999999999998
5,0.07761275113104392,0.15425794231911416,0.14894138162499607,0.05969355985746529,0.1625158000921745,0.09672284078826357,0.3002557241869425,assj,0.5,0.5
6,0.07838455492433576,0.14871793492145718,0.14899679539632826,0.059830913682095484,0.16169847921009667,0.10603207755698925,0.2963392443086974,assj,0.6,0.4
7,0.07965945608647679,0.14519505946564903,0.1485426163242913,0.06383161371217344,0.16173232165247306,0.10360911756232262,0.29742981519661377,assj,0.7,0.30000000000000004
8,0.0749210351465515,0.14441447701087207,0.1556199264305868,0.060594696865931705,0.16615872061832654,0.1018761941695619,0.2964149497581694,assj,0.8,0.19999999999999996
9,0.07627302904689011,0.14438057264655646,0.15351826738849925,0.06141605708591428,0.16866498574306968,0.10085573472691407,0.29489135336215616,assj,0.9,0.09999999999999998
10,0.10223907876472828,0.2090552654240555,0.17197148940803192,0.06527625037352065,0.14288323969276767,0.16631731604256544,0.1422573602943305,joda,0.5,0.5
11,0.10388034138957979,0.2071225543198619,0.1735647788262975,0.06369893247528313,0.1473857773182436,0.16300139684094112,0.141346218829793,joda,0.6,0.4
12,0.10135159119916498,0.20765861858421003,0.17515804731935136,0.06618880049941203,0.14995317892871324,0.16021487652007763,0.1394748869490709,joda,0.7,0.30000000000000004
13,0.10085960800217214,0.20836189739692976,0.17588172335551225,0.0637205381154427,0.1446265571419393,0.16627355273431757,0.14027612325368632,joda,0.8,0.19999999999999996
14,0.09933879197376737,0.20735657782483535,0.17703233769098783,0.06482482558662667,0.15092132943840428,0.16077563464357011,0.1397505028418085,joda,0.9,0.09999999999999998
15,0.08394119444976983,0.12825116396525513,0.1961867735040731,0.049135696560994216,0.3894708223831037,0.09041020479746924,0.06260414433933484,lafj,0.5,0.5
16,0.08103347599379856,0.1232128505604522,0.1945037855816788,0.0503094916287956,0.38939790481848235,0.09200705404400727,0.06953543737278539,lafj,0.6,0.4
17,0.07912564789078624,0.1262399054773101,0.19681710907624683,0.04792802601775767,0.3937633123630697,0.09212583086675365,0.06400016830807577,lafj,0.7,0.30000000000000004
18,0.0789245245163335,0.1270101943362625,0.19065980559600934,0.04825528964386588,0.39430167606762134,0.09714346760423734,0.06370504223567025,lafj,0.8,0.19999999999999996
19,0.08173009673973392,0.12277007316623213,0.18446648266143156,0.045752928223940566,0.41235097315208274,0.09017876546515294,0.06275068059142624,lafj,0.9,0.09999999999999998
20,0.10386327083488879,0.16661957066990546,0.23875501420886605,0.07700218389875227,0.12080192604364105,0.15514741888299058,0.1378106154609559,lang,0.5,0.5
21,0.10170324405051336,0.16775080231191072,0.2358375975725184,0.07946998560809423,0.11874057519676523,0.1544493686254922,0.14204842663470582,lang,0.6,0.4
22,0.10140895617710373,0.16399627254628843,0.24291199106440325,0.07926352896203727,0.12131305448797768,0.14961954004588698,0.14148665671630273,lang,0.7,0.30000000000000004
23,0.10235953738109957,0.1663149607411343,0.2460775519878527,0.07612812817907756,0.1208704673178002,0.14925301168980246,0.1389963427032333,lang,0.8,0.19999999999999996
24,0.10091370192237596,0.16643811528598015,0.24323364881441015,0.07664067488801933,0.12602623714084754,0.1454829477776772,0.14126467417068964,lang,0.9,0.09999999999999998
25,0.08327223100312668,0.1675045072331176,0.16536667817246425,0.0625133056270162,0.242362193796911,0.22705478018560105,0.051926303981763317,msg,0.5,0.5
26,0.08344858289645486,0.16413809159009146,0.16723183733556243,0.060861040411559326,0.23792076840480425,0.23391807075881976,0.05248160860270793,msg,0.6,0.4
27,0.08102415496984573,0.15937523840113293,0.16665453562128266,0.057560772394211195,0.2526584972968762,0.23230106807334105,0.050425733243310275,msg,0.7,0.30000000000000004
28,0.08338213649815288,0.15980000697667784,0.16351299845573006,0.053849439673464,0.26463588705746033,0.22507972477354724,0.04973980656496772,msg,0.8,0.19999999999999996
29,0.08397490493890691,0.15623449787528748,0.16934102789536468,0.0529877340933857,0.2520785869449132,0.2335465739620976,0.05183667429004454,msg,0.9,0.09999999999999998
30,0.11679726233835547,0.19724410136846274,0.17852886749803454,0.045212426637851105,0.20330577040259087,0.09757192951632013,0.16133964223838515,uaa,0.5,0.5
31,0.11409190800286878,0.1979436131272588,0.17432499581520935,0.046944172453055745,0.2040676590200282,0.09935323493348273,0.16327441664809644,uaa,0.6,0.4
32,0.1153859020611854,0.19629977788279124,0.1754418875200866,0.0442426356963205,0.20842697908787766,0.10059928950395582,0.15960352824778284,uaa,0.7,0.30000000000000004
33,0.11355664838372964,0.19317735696385335,0.1761229089864118,0.0445189202807964,0.20520603087222014,0.09581494001703053,0.1716031944959583,uaa,0.8,0.19999999999999996
34,0.11182638538259174,0.19207334113722127,0.17341994163513866,0.04674714959926387,0.20750495894210538,0.0973166545532305,0.1711115687504487,uaa,0.9,0.09999999999999998
35,0.09128195354152521,0.22300597160928354,0.15491730234297002,0.07497312082488243,0.1616939296882151,0.11432300168074257,0.1798047203123813,vrapt,0.5,0.5
36,0.08784153627653135,0.22026646389179239,0.15839072005916685,0.07557995277536893,0.16208435879752486,0.11482050442891081,0.1810164637707049,vrapt,0.6,0.4
37,0.08948608625291801,0.2236991090377719,0.15535517277086416,0.07410441554244185,0.1665938310144579,0.11344095983683576,0.1773204255447104,vrapt,0.7,0.30000000000000004
38,0.09081229208907314,0.22322151649517993,0.14976472278401462,0.07211355117244568,0.16755639722851282,0.11835765695895094,0.17817386327182289,vrapt,0.8,0.19999999999999996
39,0.08748089068592374,0.2246802308887413,0.15150757654674993,0.0696159197892061,0.17003315533317623,0.117954644254957,0.17872758250124585,vrapt,0.9,0.09999999999999998
40,0.17682013759199156,0.22069227125761692,0.17883502522029032,0.09546640488246498,0.16788936843642652,0.14796460089212582,0.012332191719083866,wire,0.5,0.5
41,0.19282373036536452,0.222038639696381,0.16992479141492609,0.08973038160961959,0.16605728521248253,0.14624733102197313,0.013177840679253252,wire,0.6,0.4
42,0.17918448257745123,0.22026761608447484,0.16810999425513903,0.08627950708898897,0.17229824309912953,0.1580409543521643,0.015819202542651987,wire,0.7,0.30000000000000004
43,0.17927094470264582,0.22876209437745967,0.16592103052105198,0.08237728461658145,0.17109849408168853,0.1568988961746783,0.015671255525894285,wire,0.8,0.19999999999999996
44,0.18149575945873037,0.2279049925504582,0.16402974266157103,0.08088643211020424,0.17202768170903185,0.1594527286480774,0.01420266286192694,wire,0.9,0.09999999999999998
